ORIGIN,DEST,ORIGIN_DEGREE,DEST_DEGREE,CARRIER_AA,CARRIER_AS,CARRIER_B6,CARRIER_DL,CARRIER_EV,CARRIER_F9,CARRIER_HA,CARRIER_NK,CARRIER_OO,CARRIER_UA,CARRIER_VX,CARRIER_WN,DEP_TIME_NIGHT,DEP_TIME_TWILIGHT,DEP_TIME_MORNING,DEP_TIME_NOON,DEP_TIME_AFTERNOON,DEP_TIME_EVENING
DEN,SEA,168003,99601,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ATL,HOU,322097,46467,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
OKC,SLC,11634,88398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SEA,SJC,99601,32808,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
XNA,ATL,4246,322097,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SAN,OAK,60051,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
LAS,MDW,120446,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ORF,CLT,8246,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAS,DEN,120446,168003,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SJC,BOS,32808,82073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SFO,LAX,127129,152781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HNL,LIH,36100,8556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
EWR,MIA,76557,17748,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
MSP,BZN,106716,3484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SFO,CLT,127129,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PIT,ATL,18607,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DEN,BOI,168003,12310,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
DAL,AMA,57648,2300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SFO,ORD,127129,150532,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
SFO,DCA,127129,51878,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ATL,EYW,322097,1407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ITO,HNL,4881,36100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SLC,MSN,88398,6080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DFW,BRO,67470,1647,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MSP,MCI,106716,34569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ATL,MHT,322097,5501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DEN,SGF,168003,2092,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TPA,IAD,50072,24848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
LAS,DTW,120446,98159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PNS,IAH,4592,99268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
BOI,GEG,12310,8303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ATL,PNS,322097,4592,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DTW,STL,98159,43005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MCO,DFW,89682,67470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BUR,OAK,20122,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
DTW,BDL,98159,15212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD,CVG,150532,12692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
IAH,EWR,99268,76557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DTW,SEA,98159,99601,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
STL,MSP,43005,106716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DEN,BIL,168003,2829,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ATL,DCA,322097,51878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ATL,FLL,322097,59958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
RDM,DEN,1941,168003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ELM,DTW,1266,98159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
BWI,OKC,79861,11634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ATL,JAN,322097,3729,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SEA,MSP,99601,106716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BWI,RDU,79861,25897,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
OAK,GEG,42979,8303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ATL,PDX,322097,43638,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MCI,PHX,34569,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
PSP,IAH,6029,99268,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
DAL,DCA,57648,51878,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ORD,FAR,150532,3189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
PDX,DFW,43638,67470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GEG,BOI,8303,12310,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
PDX,MSP,43638,106716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ATL,BMI,322097,1193,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
SFO,MCI,127129,34569,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
MCO,EWR,89682,76557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PHL,LGA,45880,57313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ATL,GSP,322097,6025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGM,ATL,1620,322097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SEA,DEN,99601,168003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
STL,DAL,43005,57648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ORD,ORF,150532,8246,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FAY,ATL,1406,322097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
MSP,TPA,106716,50072,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BNA,MDW,42788,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CLT,STL,74006,43005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLE,ORD,25087,150532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ORD,BNA,150532,42788,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
LAS,JFK,120446,58709,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CLT,PHX,74006,115923,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DEN,PHL,168003,45880,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
DFW,GPT,67470,2605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ATL,MSY,322097,33936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MSY,CLT,33936,74006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BWI,CLE,79861,25087,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DFW,PHX,67470,115923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AUS,HRL,33402,2414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
DAL,MDW,57648,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SLC,LAS,88398,120446,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BNA,DCA,42788,51878,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
HOU,HRL,46467,2414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DFW,LBB,67470,3117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
PSC,SLC,2861,88398,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MDW,BWI,79129,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
MSP,TUS,106716,10566,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LIH,SEA,8556,99601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PHX,DFW,115923,67470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LAX,MRY,152781,1715,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ATL,MIA,322097,17748,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RSW,LGA,19440,57313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RDU,ATL,25897,322097,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ORD,PIT,150532,18607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BWI,BDL,79861,15212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ATL,SAV,322097,6049,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MCO,ISP,89682,4233,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
RHI,MSP,592,106716,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SEA,SAN,99601,60051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SJC,PDX,32808,43638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BNA,DEN,42788,168003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
MCO,MSP,89682,106716,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MDW,ATL,79129,322097,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
DFW,LAX,67470,152781,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
MDW,CLE,79129,25087,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TPA,MSY,50072,33936,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
BHM,LGA,10543,57313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
DEN,RDM,168003,1941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
LAX,IAD,152781,24848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SMF,ONT,32727,15155,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
FLL,DAL,59958,57648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
IAH,SAT,99268,22709,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
MCI,BNA,34569,42788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ORD,MBS,150532,1500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SNA,DEN,30716,168003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
LAX,JFK,152781,58709,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DEN,LAS,168003,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CLT,LAX,74006,152781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DEN,ORD,168003,150532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ORD,SFO,150532,127129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
DTW,BOS,98159,82073,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EWR,ATL,76557,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAR,DEN,415,168003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
LAX,EWR,152781,76557,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
PHF,ATL,1003,322097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
PHX,ABQ,115923,15237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BNA,PNS,42788,4592,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ATL,DAB,322097,1828,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SFO,OGG,127129,17168,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CHS,ORD,11981,150532,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SLC,IDA,88398,1801,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ESC,DTW,480,98159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
DCA,ATL,51878,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ABQ,LAS,15237,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
STL,DEN,43005,168003,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
RNO,LAX,11105,152781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
MIA,ATL,17748,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BUR,PHX,20122,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DTW,STL,98159,43005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAS,BUR,120446,20122,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
JFK,PBI,58709,17131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BOS,JFK,82073,58709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ATL,MCI,322097,34569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
STL,ICT,43005,6143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
DFW,PHX,67470,115923,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
IAH,MAF,99268,4062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
LAX,SLC,152781,88398,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SLC,ORD,88398,150532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
TPA,JFK,50072,58709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MSP,BWI,106716,79861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ATL,SLC,322097,88398,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAS,MCI,120446,34569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ATL,BNA,322097,42788,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DFW,ORD,67470,150532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
MDW,SEA,79129,99601,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
MIA,ATL,17748,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGA,BOS,57313,82073,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LAS,STL,120446,43005,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
OAK,LGB,42979,8995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LAS,LAX,120446,152781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LGB,AUS,8995,33402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FNT,BWI,3288,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
JAX,BWI,14089,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
HNL,LAX,36100,152781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
BUR,OAK,20122,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GSP,ORD,6025,150532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SFO,DTW,127129,98159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DAL,MDW,57648,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
DTW,RIC,98159,10915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD,LAS,150532,120446,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MSP,PHX,106716,115923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OAK,SAN,42979,60051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SEA,SAN,99601,60051,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ATL,MSY,322097,33936,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
JFK,BOS,58709,82073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LGA,FLL,57313,59958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SLC,ATL,88398,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MDT,ATL,2099,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IAH,MSY,99268,33936,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CMH,TPA,18917,50072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ATL,DAY,322097,5236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAX,SLC,152781,88398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DFW,BTR,67470,5697,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ATL,GPT,322097,2605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
MSP,PHX,106716,115923,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OMA,MDW,13645,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
LAX,ORD,152781,150532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
BUF,MDW,14581,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
LAS,PHX,120446,115923,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MKE,EWR,25784,76557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
MDW,LGA,79129,57313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
DFW,DTW,67470,98159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DEN,IDA,168003,1801,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ISP,BWI,4233,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TPA,LAX,50072,152781,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BWI,CHS,79861,11981,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BNA,ECP,42788,4071,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ATL,LAX,322097,152781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
FLL,ATL,59958,322097,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ATL,SMF,322097,32727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EWR,LAX,76557,152781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
MSY,FLL,33936,59958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
LAX,SAN,152781,60051,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TPA,ATL,50072,322097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
EWR,RIC,76557,10915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ORF,ATL,8246,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD,IAH,150532,99268,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DEN,ORD,168003,150532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
MSP,DLH,106716,2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
OAJ,ATL,970,322097,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
FLL,MDW,59958,79129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
IAH,BWI,99268,79861,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
EWR,MCO,76557,89682,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
LGA,XNA,57313,4246,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
PNS,DFW,4592,67470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MSP,SFO,106716,127129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SLC,MCI,88398,34569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAX,CMH,152781,18917,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SEA,SAT,99601,22709,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DFW,TUS,67470,10566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BWI,OKC,79861,11634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
MSP,TUL,106716,8878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ATL,CMH,322097,18917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
PHL,SAN,45880,60051,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PHX,DEN,115923,168003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
LGB,SFO,8995,127129,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DEN,ASE,168003,3659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
LAX,BNA,152781,42788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SEA,GEG,99601,8303,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ATL,CHO,322097,1843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AUS,DAL,33402,57648,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
MSP,GEG,106716,8303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCO,PHL,89682,45880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAS,SJC,120446,32808,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ATL,BMI,322097,1193,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CMH,BOS,18917,82073,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CMH,MCO,18917,89682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
DTW,TPA,98159,50072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MSP,GRR,106716,7649,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SEA,PDX,99601,43638,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
LAS,BOI,120446,12310,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
PBI,DCA,17131,51878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MSP,FLL,106716,59958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PHX,PHL,115923,45880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BOI,LAS,12310,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
DTW,DEN,98159,168003,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DEN,GCC,168003,625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PHX,ELP,115923,8551,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CLE,ORD,25087,150532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ATL,FNT,322097,3288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BOS,DEN,82073,168003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SLC,FCA,88398,1678,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PHX,LAS,115923,120446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MSP,PHL,106716,45880,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AUS,ATL,33402,322097,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ROC,BWI,5143,79861,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SFO,IAH,127129,99268,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
ATL,CAE,322097,3699,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
LAX,PHX,152781,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
IAH,AUS,99268,33402,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DAL,PHX,57648,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SEA,LAS,99601,120446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD,SEA,150532,99601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LAX,PHX,152781,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
SEA,OAK,99601,42979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GSO,EWR,4540,76557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MSP,GFK,106716,1361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
AUS,PHX,33402,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
DEN,BOI,168003,12310,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
MSP,LAX,106716,152781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN,HOU,60051,46467,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SNA,PHX,30716,115923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
